accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka
GCA_000017945-FLGBHGLA_04040	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04040	0.094	393	Coenzyme PQQ synthesis protein E
GCA_000017945-FLGBHGLA_04050	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04050	0.092	379	Imidazolonepropionase
GCA_000017945-FLGBHGLA_04060	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04060	0.118	278	Bifunctional protein GlmU
GCA_000017945-FLGBHGLA_04070	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04070	0.058	445	Fumarate hydratase class II
GCA_000017945-FLGBHGLA_04080	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04080	0.058	102	Divalent-cation tolerance protein CutA
GCA_000017945-FLGBHGLA_04090	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04090	0.042	95	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
GCA_000017945-FLGBHGLA_04100	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04100	0.098	366	hypothetical protein
GCA_000017945-FLGBHGLA_04110	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04110	0.025	80	hypothetical protein
GCA_000017945-FLGBHGLA_04120	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04120	0.069	101	hypothetical protein
GCA_000017945-FLGBHGLA_04130	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04130	0.092	173	hypothetical protein
GCA_000017945-FLGBHGLA_04140	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04140	0.072	373	Aspartate aminotransferase
GCA_000017945-FLGBHGLA_04150	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04150	0.087	296	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GCA_000017945-FLGBHGLA_04160	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04160	0.132	717	Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C
GCA_000017945-FLGBHGLA_04170	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04170	0.089	345	hypothetical protein
GCA_000017945-FLGBHGLA_04180	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04180	0.098	153	hypothetical protein
GCA_000017945-FLGBHGLA_04190	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04190	0.083	312	Metallo-beta-lactamase fold-containing protein
GCA_000017945-FLGBHGLA_04200	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04200	0.037	267	hypothetical protein
GCA_000017945-FLGBHGLA_04210	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04210	0.086	186	tRNA sulfurtransferase
GCA_000017945-FLGBHGLA_04220	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04220	0.126	378	hypothetical protein
GCA_000017945-FLGBHGLA_04230	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04230	0.114	358	hypothetical protein
GCA_000017945-FLGBHGLA_04240	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04240	0.097	216	Glucose-6-phosphate isomerase
GCA_000017945-FLGBHGLA_04250	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04250	0.108	303	Digeranylgeranylglyceryl phosphate synthase
GCA_000017945-FLGBHGLA_04260	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04260	0.068	87	DNA/RNA-binding protein Alba 2
GCA_000017945-FLGBHGLA_04270	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04270	0.081	1087	Reverse gyrase 1
GCA_000017945-FLGBHGLA_04280	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04280	0.082	520	hypothetical protein
GCA_000017945-FLGBHGLA_04290	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04290	0.125	262	CoB--CoM heterodisulfide reductase subunit B
GCA_000017945-FLGBHGLA_04300	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04300	0.071	224	3,4-dihydroxy-2-butanone 4-phosphate synthase
GCA_000017945-FLGBHGLA_04310	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04310	0.076	92	hypothetical protein
GCA_000017945-FLGBHGLA_04320	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04320	0.081	220	hypothetical protein
GCA_000017945-FLGBHGLA_04330	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04330	0.134	416	Thiamine-monophosphate kinase
GCA_000017945-FLGBHGLA_04340	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04340	0.113	247	Geranylgeranylglyceryl phosphate synthase
GCA_000017945-FLGBHGLA_04350	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04350	0.117	94	hypothetical protein
GCA_000017945-FLGBHGLA_04360	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04360	0.093	129	hypothetical protein
GCA_000017945-FLGBHGLA_04370	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04370	0.126	221	Ribose-5-phosphate isomerase A
GCA_000017945-FLGBHGLA_04380	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04380	0.153	52	hypothetical protein
GCA_000017945-FLGBHGLA_04390	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04390	0.062	80	hypothetical protein
GCA_000017945-FLGBHGLA_04400	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04400	0.097	582	hypothetical protein
GCA_000017945-FLGBHGLA_04410	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04410	0.178	95	hypothetical protein
GCA_000017945-FLGBHGLA_04420	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04420	0.088	250	Tryptophan synthase alpha chain
GCA_000017945-FLGBHGLA_04430	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04430	0.049	61	hypothetical protein
GCA_000017945-FLGBHGLA_04440	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04440	0.037	160	hypothetical protein
GCA_000017945-FLGBHGLA_04450	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04450	0.06	82	hypothetical protein
GCA_000017945-FLGBHGLA_04460	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04460	0.116	43	hypothetical protein
GCA_000017945-FLGBHGLA_04470	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04470	0.119	336	hypothetical protein
GCA_000017945-FLGBHGLA_04480	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04480	0.125	256	hypothetical protein
GCA_000017945-FLGBHGLA_04490	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04490	0.113	237	Serine/threonine-protein kinase ArnS
GCA_000017945-FLGBHGLA_04500	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04500	0.022	219	hypothetical protein
GCA_000017945-FLGBHGLA_04510	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04510	0.131	175	[Protein ADP-ribosylglutamate] hydrolase
GCA_000017945-FLGBHGLA_04520	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04520	0.08	235	hypothetical protein
GCA_000017945-FLGBHGLA_04530	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04530	0.093	365	Glycosyltransferase AglD
GCA_000017945-FLGBHGLA_04540	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04540	0.119	309	hypothetical protein
GCA_000017945-FLGBHGLA_04550	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04550	0.086	347	5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase
GCA_000017945-FLGBHGLA_04560	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04560	0.119	151	hypothetical protein
GCA_000017945-FLGBHGLA_04570	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04570	0.054	129	Inosine-5'-monophosphate dehydrogenase
GCA_000017945-FLGBHGLA_04580	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04580	0.087	319	Fumarate reductase (CoM/CoB) subunit B
GCA_000017945-FLGBHGLA_04590	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04590	0.075	132	hypothetical protein
GCA_000017945-FLGBHGLA_04600	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04600	0.104	124	hypothetical protein
GCA_000017945-FLGBHGLA_04610	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04610	0.109	183	hypothetical protein
GCA_000017945-FLGBHGLA_04620	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04620	0.056	246	hypothetical protein
GCA_000017945-FLGBHGLA_04630	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04630	0.057	175	hypothetical protein
GCA_000017945-FLGBHGLA_04640	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04640	0.064	109	hypothetical protein
GCA_000017945-FLGBHGLA_04650	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04650	0.065	107	50S ribosomal protein L12
GCA_000017945-FLGBHGLA_04660	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04660	0.048	249	4-phosphopantoate--beta-alanine ligase
GCA_000017945-FLGBHGLA_04670	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04670	0.062	239	Proteasome subunit alpha
GCA_000017945-FLGBHGLA_04680	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04680	0.087	539	Cation/acetate symporter ActP
GCA_000017945-FLGBHGLA_04690	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04690	0.144	69	hypothetical protein
GCA_000017945-FLGBHGLA_04700	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04700	0.078	140	Universal stress protein
GCA_000017945-FLGBHGLA_04710	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04710	0.069	259	Digeranylgeranylglyceryl phosphate synthase
GCA_000017945-FLGBHGLA_04720	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04720	0.099	241	7-carboxy-7-deazaguanine synthase
GCA_000017945-FLGBHGLA_04730	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04730	0.072	234	Peroxiredoxin
GCA_000017945-FLGBHGLA_04740	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04740	0.137	276	CRISPR system Cmr endoribonuclease Cmr4
GCA_000017945-FLGBHGLA_04750	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04750	0.059	202	hypothetical protein
GCA_000017945-FLGBHGLA_04760	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04760	0.112	303	CRISPR system CMR subunit Cmr6
GCA_000017945-FLGBHGLA_04770	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04770	0.091	983	CRISPR system CMR subunit Cmr2
GCA_000017945-FLGBHGLA_04780	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04780	0.12	324	hypothetical protein
GCA_000017945-FLGBHGLA_04790	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04790	0.096	496	Lysine--tRNA ligase
GCA_000017945-FLGBHGLA_04800	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04800	0.089	201	Anthranilate synthase component 2
GCA_000017945-FLGBHGLA_04810	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04810	0.111	188	hypothetical protein
GCA_000017945-FLGBHGLA_04820	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04820	0.137	211	hypothetical protein
GCA_000017945-FLGBHGLA_04830	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04830	0.089	146	hypothetical protein
GCA_000017945-FLGBHGLA_04840	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04840	0.092	194	Molybdate/tungstate import ATP-binding protein WtpC
GCA_000017945-FLGBHGLA_04850	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04850	0.108	221	hypothetical protein
GCA_000017945-FLGBHGLA_04860	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04860	0.087	287	hypothetical protein
GCA_000017945-FLGBHGLA_04870	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04870	0.111	483	hypothetical protein
GCA_000017945-FLGBHGLA_04880	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04880	0.111	251	hypothetical protein
GCA_000017945-FLGBHGLA_04890	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04890	0.084	486	hypothetical protein
GCA_000017945-FLGBHGLA_04900	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04900	0.11	408	3-hydroxy-3-methylglutaryl-coenzyme A reductase
GCA_000017945-FLGBHGLA_04910	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04910	0.139	273	hypothetical protein
GCA_000017945-FLGBHGLA_04920	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04920	0.092	510	tRNA-guanine(15) transglycosylase
GCA_000017945-FLGBHGLA_04930	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04930	0.079	392	hypothetical protein
GCA_000017945-FLGBHGLA_04940	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04940	0.079	951	hypothetical protein
GCA_000017945-FLGBHGLA_04950	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04950	0.092	195	hypothetical protein
GCA_000017945-FLGBHGLA_04960	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04960	0.073	395	hypothetical protein
GCA_000017945-FLGBHGLA_04970	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04970	0.066	239	Precorrin-2 dehydrogenase
GCA_000017945-FLGBHGLA_04980	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04980	0	29	hypothetical protein
GCA_000017945-FLGBHGLA_04990	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04990	0.095	178	putative RNA 2'-phosphotransferase
GCA_000017945-FLGBHGLA_05000	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05000	0.098	162	hypothetical protein
GCA_000017945-FLGBHGLA_05010	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05010	0.095	157	hypothetical protein
GCA_000017945-FLGBHGLA_05020	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05020	0.1	490	7,8-dihydro-6-hydroxymethylpterin dimethyltransferase
GCA_000017945-FLGBHGLA_05030	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05030	0.062	367	hypothetical protein
GCA_000017945-FLGBHGLA_05040	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05040	0.065	184	hypothetical protein
GCA_000017945-FLGBHGLA_05050	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05050	0.118	337	Thiamine-monophosphate kinase
GCA_000017945-FLGBHGLA_05060	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05060	0.102	195	hypothetical protein
GCA_000017945-FLGBHGLA_05070	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05070	0.083	526	hypothetical protein
GCA_000017945-FLGBHGLA_05080	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05080	0.126	95	hypothetical protein
GCA_000017945-FLGBHGLA_05090	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05090	0.041	146	HTH-type transcriptional regulator Ptr1
GCA_000017945-FLGBHGLA_05100	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05100	0.097	225	Orotate phosphoribosyltransferase
GCA_000017945-FLGBHGLA_05110	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05110	0.082	327	hypothetical protein
GCA_000017945-FLGBHGLA_05120	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05120	0.049	261	hypothetical protein
GCA_000017945-FLGBHGLA_05130	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05130	0.164	188	hypothetical protein
GCA_000017945-FLGBHGLA_05140	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05140	0.027	147	hypothetical protein
GCA_000017945-FLGBHGLA_05150	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05150	0.104	192	hypothetical protein
GCA_000017945-FLGBHGLA_05160	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05160	0.028	70	hypothetical protein
GCA_000017945-FLGBHGLA_05170	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05170	0.057	70	hypothetical protein
GCA_000017945-FLGBHGLA_05180	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05180	0.083	143	hypothetical protein
GCA_000017945-FLGBHGLA_05190	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05190	0.105	180	hypothetical protein
GCA_000017945-FLGBHGLA_05200	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05200	0.085	82	hypothetical protein
GCA_000017945-FLGBHGLA_05210	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05210	0.108	304	tRNA-5-methyluridine(54) 2-sulfurtransferase
GCA_000017945-FLGBHGLA_05220	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05220	0.121	173	hypothetical protein
GCA_000017945-FLGBHGLA_05230	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05230	0.203	64	hypothetical protein
GCA_000017945-FLGBHGLA_05240	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05240	0.065	91	Elongation factor 1-beta
GCA_000017945-FLGBHGLA_05250	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05250	0.048	207	hypothetical protein
GCA_000017945-FLGBHGLA_05260	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05260	0.063	283	hypothetical protein
GCA_000017945-FLGBHGLA_05270	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05270	0.065	441	Glutamyl-tRNA reductase
GCA_000017945-FLGBHGLA_05280	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05280	0.125	32	hypothetical protein
GCA_000017945-FLGBHGLA_05290	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05290	0.106	609	hypothetical protein
GCA_000017945-FLGBHGLA_05300	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05300	0.13	284	hypothetical protein
GCA_000017945-FLGBHGLA_05310	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05310	0.054	348	hypothetical protein
GCA_000017945-FLGBHGLA_05320	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05320	0.081	1259	Reverse gyrase
GCA_000017945-FLGBHGLA_05330	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05330	0.074	939	ATP-dependent DNA helicase Hel308
GCA_000017945-FLGBHGLA_05340	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05340	0.138	72	hypothetical protein
GCA_000017945-FLGBHGLA_05350	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05350	0.076	351	Putative methylthioribose-1-phosphate isomerase
GCA_000017945-FLGBHGLA_05360	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05360	0.086	151	hypothetical protein
GCA_000017945-FLGBHGLA_05370	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05370	0.098	385	putative metallohydrolase
GCA_000017945-FLGBHGLA_05380	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05380	0.1	80	hypothetical protein
GCA_000017945-FLGBHGLA_05390	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05390	0.103	165	hypothetical protein
GCA_000017945-FLGBHGLA_05400	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_05400	0.1	159	hypothetical protein
