target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000017945-FLGBHGLA_03310	-	Cas_DxTHG	PF09455.9	2e-45	152.9	11.4	2.6e-45	152.5	11.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12910	-	AIRS_C	PF02769.21	1.1e-45	152.6	1.7	4.6e-26	88.8	0.0	2.2	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_07430	-	PTH2	PF01981.15	6.7e-46	152.3	0.1	7.4e-46	152.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02100	-	Proteasome	PF00227.25	1.4e-45	152.1	0.1	1.5e-45	151.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12950	-	POR	PF01558.17	1.9e-45	152.0	0.3	2.2e-45	151.8	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06080	-	AAA	PF00004.28	1.8e-45	151.6	0.0	4.3e-45	150.3	0.0	1.7	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01320	-	Asparaginase	PF00710.19	2.2e-45	151.5	0.0	3.8e-45	150.7	0.0	1.4	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_13910	-	Ribosomal_L2_C	PF03947.17	1.6e-45	151.4	1.9	2.3e-45	150.8	1.9	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04140	-	Aminotran_1_2	PF00155.20	5.3e-45	151.1	0.0	6.5e-45	150.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09480	-	EMG1	PF03587.13	3.4e-45	151.0	0.0	3.9e-45	150.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00700	-	TauE	PF01925.18	5.1e-45	150.9	42.6	5.8e-45	150.7	42.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03380	-	TYW3	PF02676.13	4.1e-45	150.7	0.0	6.2e-45	150.1	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09700	-	Met_10	PF02475.15	4.8e-45	150.7	0.0	9.9e-45	149.7	0.0	1.4	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_04020	-	DJ-1_PfpI	PF01965.23	5.1e-45	150.2	0.0	6e-45	150.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02350	-	Diphthamide_syn	PF01866.16	1.3e-44	149.8	0.1	1.6e-44	149.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11560	-	Trm56	PF01994.15	4.9e-45	149.3	0.0	6.2e-45	148.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14260	-	Molybdopterin	PF00384.21	1.8e-44	149.3	0.0	5.1e-44	147.8	0.0	1.8	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09120	-	PGM_PMM_I	PF02878.15	6.7e-45	149.2	0.0	1.2e-44	148.4	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12400	-	MoaC	PF01967.20	9.2e-45	148.9	0.6	1e-44	148.7	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01930	-	AAA	PF00004.28	1.6e-44	148.5	0.0	9.5e-44	146.0	0.0	2.2	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_03790	-	Sua5_yciO_yrdC	PF01300.17	1.6e-44	148.5	0.0	2e-44	148.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01840	-	tRNA-Thr_ED	PF08915.10	1.4e-44	148.4	0.8	4.2e-44	146.9	0.8	1.9	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14400	-	RIO1	PF01163.21	2e-44	148.4	0.0	2.6e-44	148.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00650	-	RNase_HII	PF01351.17	2.8e-44	148.3	0.1	3.3e-44	148.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03300	-	AIM24	PF01987.16	4.2e-44	147.7	0.0	4.7e-44	147.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04300	-	DHBP_synthase	PF00926.18	3.6e-44	147.6	0.0	4.1e-44	147.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08560	-	CitMHS	PF03600.15	6.5e-44	147.2	23.6	2.6e-43	145.2	23.2	1.8	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_07030	-	ATP-synt_D	PF01813.16	7.6e-44	146.9	9.3	8.6e-44	146.7	9.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00710	-	DNA_pol_B	PF00136.20	9.4e-44	146.8	0.1	1.7e-43	145.9	0.1	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01670	-	GARS_A	PF01071.18	9.2e-44	146.5	0.5	1.6e-43	145.7	0.5	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09380	-	PmbA_TldD	PF01523.15	1.7e-43	146.5	0.1	2.1e-43	146.1	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04030	-	tRNA-Thr_ED	PF08915.10	9.1e-44	145.8	0.0	1e-43	145.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14030	-	PmbA_TldD	PF01523.15	3.2e-43	145.5	0.6	1.1e-42	143.7	0.4	1.8	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_11330	-	PALP	PF00291.24	3e-43	145.2	0.0	3.9e-43	144.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08160	-	EMG1	PF03587.13	2.5e-43	145.0	0.0	2.7e-43	144.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09170	-	DUF72	PF01904.17	5.4e-43	144.6	0.1	6.5e-43	144.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03560	-	PNP_UDP_1	PF01048.19	4.5e-43	144.1	0.6	5.5e-43	143.8	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07400	-	PAPS_reduct	PF01507.18	5e-43	144.1	0.0	8.6e-43	143.3	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07880	-	CarS-like	PF01864.16	4.7e-43	144.1	4.1	1.1e-42	143.0	4.1	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09570	-	tRNA-synt_1d	PF00750.18	7.8e-43	143.7	1.0	1.3e-32	110.0	0.5	2.1	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_02520	-	Ribosomal_S7	PF00177.20	4.2e-43	143.5	0.5	5.1e-43	143.2	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05640	-	CTP-dep_RFKase	PF01982.15	3.6e-43	143.5	0.0	4.8e-43	143.1	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14840	-	RNase_HII	PF01351.17	8.3e-43	143.5	0.1	9.5e-43	143.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01800	-	RNA_pol_Rpb2_1	PF04563.14	8.5e-43	143.2	0.1	1.1e-42	142.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08860	-	Aminotran_1_2	PF00155.20	1.5e-42	143.0	0.0	1.6e-42	142.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00900	-	TP_methylase	PF00590.19	1.7e-42	142.7	2.8	2e-42	142.5	2.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00150	-	Thy1	PF02511.14	1.9e-42	142.2	0.0	2.4e-42	141.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08440	-	UPF0020	PF01170.17	2.7e-42	141.6	0.0	2.7e-41	138.4	0.0	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01730	-	SIS	PF01380.21	1.5e-42	141.5	0.0	8.6e-24	80.8	0.1	2.4	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_11070	-	POR	PF01558.17	4e-42	141.2	0.2	4.6e-42	141.0	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00020	-	FAD-oxidase_C	PF02913.18	5.6e-42	141.0	0.0	8e-42	140.5	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04250	-	UbiA	PF01040.17	4.5e-42	141.0	14.5	5.4e-42	140.8	14.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12600	-	Voltage_CLC	PF00654.19	6.2e-42	141.0	34.5	6.7e-41	137.6	27.1	2.1	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_03810	-	NTPase_I-T	PF01931.17	3.9e-42	140.8	0.0	4.4e-42	140.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04800	-	GATase	PF00117.27	4.7e-42	140.8	0.0	5.6e-42	140.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01100	-	tRNA-synt_His	PF13393.5	6.8e-42	140.7	0.0	2.6e-41	138.8	0.0	1.9	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01300	-	TatD_DNase	PF01026.20	6.4e-42	140.6	0.1	2.1e-41	138.9	0.1	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04710	-	UbiA	PF01040.17	6e-42	140.6	17.3	6e-42	140.6	17.3	1.2	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13060	-	Transketolase_N	PF00456.20	7.3e-42	140.4	0.0	1.5e-41	139.4	0.0	1.3	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_03200	-	NDK	PF00334.18	5e-42	140.1	0.3	2.7e-23	79.4	0.0	2.5	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_01960	-	PAC2	PF09754.8	1.7e-41	139.5	0.0	1.9e-41	139.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03800	-	TatC	PF00902.17	2e-41	139.0	21.9	2.5e-41	138.7	21.9	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04230	-	NMD3	PF04981.12	2.4e-41	138.7	0.0	3.2e-41	138.3	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09650	-	DMRL_synthase	PF00885.18	1.4e-41	138.5	0.1	1.6e-41	138.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14080	-	ROK	PF00480.19	3.5e-41	138.5	0.0	4.6e-41	138.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01820	-	Ribosomal_S13	PF00416.21	2.1e-41	138.3	0.1	2.4e-41	138.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03430	-	polyprenyl_synt	PF00348.16	2.8e-41	138.2	0.0	3.5e-41	137.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09940	-	Ribosomal_L4	PF00573.21	3e-41	138.2	0.3	3.7e-41	137.9	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01610	-	MTS	PF05175.13	2.3e-41	138.1	0.0	2.6e-41	137.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12180	-	RNA_Me_trans	PF04252.12	3.3e-41	138.0	0.0	3.9e-41	137.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04860	-	RIO1	PF01163.21	3.2e-41	137.9	0.6	3.2e-41	137.9	0.6	1.4	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_01390	-	Tubulin	PF00091.24	6.5e-41	137.6	0.1	1.7e-40	136.3	0.1	1.7	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_01750	-	SecY	PF00344.19	6.3e-41	137.5	26.4	8.2e-41	137.1	26.4	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04060	-	tRNA-synt_1b	PF00579.24	8.2e-41	137.1	1.4	1.7e-40	136.2	1.4	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10230	-	AAA	PF00004.28	5.9e-41	137.0	0.0	1.1e-40	136.1	0.0	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13190	-	Ribosomal_L32e	PF01655.17	4.2e-41	136.7	0.3	4.2e-41	136.7	0.3	1.6	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_01680	-	AI-2E_transport	PF01594.15	1.4e-40	136.4	49.3	1.8e-39	132.7	49.3	1.9	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_03070	-	Methyltr_RsmB-F	PF01189.16	1.1e-40	136.4	0.0	1.6e-40	135.9	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00720	-	Ribosomal_S11	PF00411.18	6.1e-41	136.3	1.8	7.5e-41	136.0	1.8	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05780	-	tRNA-synt_2c	PF01411.18	1.5e-40	136.2	0.1	1.8e-39	132.6	0.1	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11380	-	zf-ZPR1	PF03367.12	1e-40	136.2	0.3	1.2e-40	135.9	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14770	-	Lyase_1	PF00206.19	2e-40	136.0	0.0	4.9e-40	134.8	0.0	1.6	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_03900	-	Ribosomal_S3Ae	PF01015.17	1.5e-40	135.9	1.1	1.9e-40	135.6	1.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11500	-	Helicase_RecD	PF05127.13	1.6e-40	135.7	0.0	2.9e-40	134.9	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05270	-	GlutR_N	PF05201.14	1.1e-40	135.6	0.0	2.5e-40	134.4	0.0	1.6	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01740	-	ATP-synt_D	PF01813.16	2.3e-40	135.5	15.9	2.8e-40	135.2	15.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02510	-	Ribosomal_S7	PF00177.20	1.7e-40	135.1	1.1	2.3e-40	134.6	1.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08760	-	tRNA_NucTransf2	PF09249.10	1.5e-40	134.9	0.0	2.6e-40	134.1	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00380	-	ABC_tran	PF00005.26	3.1e-40	134.8	0.0	1.3e-19	68.0	0.0	2.4	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_08240	-	Peptidase_M48	PF01435.17	5.1e-40	134.3	0.0	8.4e-40	133.6	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13780	-	Aminotran_1_2	PF00155.20	7e-40	134.2	0.0	8.9e-40	133.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09750	-	Aminotran_5	PF00266.18	7.3e-40	134.0	0.0	9.3e-40	133.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06970	-	Sua5_yciO_yrdC	PF01300.17	4.9e-40	133.9	0.0	7.4e-40	133.3	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00450	-	OTCace_N	PF02729.20	5.9e-40	133.6	0.0	1.7e-39	132.2	0.0	1.7	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_10720	-	DUF2286	PF10051.8	4.3e-40	133.6	1.4	4.7e-40	133.5	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03190	-	adh_short_C2	PF13561.5	1e-39	133.4	0.0	3.6e-39	131.6	0.0	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10270	-	Diphthamide_syn	PF01866.16	1.3e-39	133.4	0.0	1.6e-39	133.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00910	-	HEM4	PF02602.14	1.5e-39	132.7	1.9	1.7e-39	132.5	1.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01640	-	MoeA_N	PF03453.16	1e-39	132.7	1.0	3.1e-39	131.2	0.2	2.1	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_05510	-	UPF0020	PF01170.17	1.6e-39	132.6	0.0	2.4e-39	132.0	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11040	-	Cas_Cas1	PF01867.15	1.6e-39	132.6	0.0	2e-39	132.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00010	-	GTP_EFTU_D4	PF14578.5	5e-40	132.4	1.7	5e-40	132.4	1.7	2.9	3	0	0	3	3	3	1	-
GCA_000008085-CALJACFG_00590	-	Ribosom_S12_S23	PF00164.24	7.8e-40	132.0	0.7	9.8e-40	131.7	0.7	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00670	-	Pyr_redox_2	PF07992.13	3.4e-39	131.8	1.0	4e-39	131.5	1.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11940	-	NTP_transferase	PF00483.22	5.3e-39	131.2	0.0	6.4e-39	130.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00410	-	PfkB	PF00294.23	6.2e-39	131.0	0.3	4.2e-38	128.3	0.3	2.1	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_01030	-	GNAT_acetyltr_2	PF13718.5	6e-39	130.7	0.0	2.5e-23	79.6	0.0	2.2	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_12520	-	vATP-synt_AC39	PF01992.15	9.7e-39	130.7	0.0	1.1e-38	130.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04960	-	Tubulin	PF00091.24	1.3e-38	130.1	0.0	2.1e-38	129.4	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05450	-	eIF-6	PF01912.17	1.1e-38	129.5	0.4	2.1e-38	128.7	0.4	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12160	-	Ribosomal_L1	PF00687.20	1.6e-38	129.4	0.2	2e-38	129.1	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05580	-	MS_channel	PF00924.17	1.8e-38	129.1	3.2	3.1e-38	128.3	3.2	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06880	-	Cas_APE2256	PF09651.9	1.4e-38	128.8	0.1	5.5e-38	126.9	0.0	1.8	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_06430	-	AA_kinase	PF00696.27	3.1e-38	128.7	2.6	3.5e-38	128.5	2.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03760	-	Ribosomal_L2_C	PF03947.17	2e-38	128.4	0.1	3e-38	127.8	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05760	-	Ribosomal_L1	PF00687.20	3.5e-38	128.3	0.3	4e-38	128.1	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07580	-	DUF87	PF01935.16	5.2e-38	128.3	1.5	9.4e-38	127.5	1.5	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00200	-	UPF0047	PF01894.16	2.5e-38	127.8	0.0	2.9e-38	127.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00270	-	NTP_transferase	PF00483.22	6.1e-38	127.7	0.0	6.9e-38	127.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00410	-	TBP	PF00352.20	1.6e-38	127.5	0.0	3.7e-20	68.7	0.0	2.1	2	0	0	2	2	2	2	-
GCA_000008085-CALJACFG_02540	-	PTH2	PF01981.15	5.5e-38	126.8	0.1	6.1e-38	126.7	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14500	-	RimK	PF08443.10	8.6e-38	126.8	0.0	1.2e-37	126.3	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02380	-	Met_10	PF02475.15	1.2e-37	126.5	0.0	3.4e-37	125.1	0.0	1.9	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01280	-	MarC	PF01914.16	1.2e-37	126.3	15.5	1.4e-37	126.0	15.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04620	-	Aldo_ket_red	PF00248.20	1.5e-37	126.3	0.0	1.2e-35	120.0	0.0	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14550	-	Ribosomal_L14	PF00238.18	8.6e-38	126.1	0.2	1e-37	125.9	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05210	-	GTP_EFTU	PF00009.26	1.6e-37	125.9	0.0	5.6e-37	124.1	0.0	1.9	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_01210	-	tRNA-synt_1b	PF00579.24	2.4e-37	125.8	0.0	3.5e-37	125.2	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10900	-	RrnaAD	PF00398.19	2.1e-37	125.6	0.0	2.8e-37	125.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09290	-	Methyltr_RsmB-F	PF01189.16	3.4e-37	125.0	0.0	5.2e-37	124.4	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00530	-	eRF1_2	PF03464.14	3.5e-37	124.7	0.0	6.3e-37	123.8	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03520	-	tRNA-synt_1b	PF00579.24	5.9e-37	124.5	0.1	1.2e-35	120.2	0.1	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13810	-	BPD_transp_1	PF00528.21	4.4e-37	124.5	19.2	4.4e-37	124.5	19.2	2.2	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_00030	-	Archease	PF01951.15	4.3e-37	124.4	0.2	4.8e-37	124.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07770	-	Semialdhyde_dhC	PF02774.17	6.8e-37	124.3	0.1	9.2e-37	123.8	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00580	-	RimK	PF08443.10	5.9e-37	124.0	0.0	7.8e-37	123.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03060	-	Diphthami_syn_2	PF01902.16	8.3e-37	123.7	0.4	1.2e-36	123.2	0.4	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06420	-	FMN_red	PF03358.14	6.4e-37	123.6	0.0	9.3e-37	123.1	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01530	-	UPF0047	PF01894.16	6.5e-37	123.2	0.0	8e-37	122.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04390	-	ABC_tran	PF00005.26	1.9e-36	122.6	0.0	3e-36	121.9	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01390	-	Peripla_BP_6	PF13458.5	3.7e-36	122.4	0.8	4.6e-36	122.1	0.8	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05830	-	Usp	PF00582.25	2.5e-36	122.3	1.3	2.8e-36	122.1	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03110	-	ABC_tran	PF00005.26	2.6e-36	122.1	0.3	1.5e-18	64.6	0.1	2.9	2	1	0	2	2	2	2	-
GCA_000008085-CALJACFG_04430	-	T2SSE	PF00437.19	2.9e-36	121.9	0.0	4.6e-36	121.2	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08790	-	tRNA-synt_2b	PF00587.24	3.1e-36	121.9	0.0	6.4e-36	120.9	0.0	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08000	-	Glycos_transf_4	PF00953.20	3e-36	121.8	17.6	4.2e-36	121.3	16.7	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01070	-	ABC_tran	PF00005.26	3.6e-36	121.7	0.0	4.9e-36	121.2	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09180	-	Transket_pyr	PF02779.23	3.1e-36	121.7	0.0	4.8e-36	121.0	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13070	-	eIF-5_eIF-2B	PF01873.16	1.7e-36	121.6	0.0	1.9e-36	121.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14190	-	TFIIB	PF00382.18	1.4e-36	121.3	3.1	7.9e-19	64.5	0.5	2.3	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_07550	-	ABC_tran	PF00005.26	5.4e-36	121.1	0.0	7.4e-36	120.7	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05550	-	DUF87	PF01935.16	9.1e-36	121.0	0.5	9.1e-36	121.0	0.5	2.1	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_13890	-	eRF1_2	PF03464.14	7e-36	120.4	0.0	1.2e-35	119.7	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14070	-	PAPS_reduct	PF01507.18	9.8e-36	120.3	0.0	2.5e-35	119.0	0.0	1.6	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_02140	-	RNase_PH	PF01138.20	1e-35	120.1	0.0	1.3e-35	119.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03980	-	MFS_1	PF07690.15	1.4e-35	119.8	52.3	2.2e-25	86.3	26.3	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_12360	-	AAA_17	PF13207.5	1.2e-35	119.8	0.1	1.6e-35	119.4	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06190	-	CBS	PF00571.27	6e-36	119.7	6.7	3.5e-18	62.8	0.6	2.1	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_08770	-	LigT_PEase	PF02834.15	5e-36	119.7	0.4	3.3e-19	65.9	0.1	2.0	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_06710	-	CBS	PF00571.27	6.7e-36	119.5	1.8	2.9e-12	43.8	0.0	4.3	4	0	0	4	4	4	4	-
GCA_000017945-FLGBHGLA_07000	-	Ribosomal_S6e	PF01092.18	1e-35	119.4	0.1	3e-35	117.9	0.0	1.8	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_08720	-	GATase_5	PF13507.5	1.7e-35	119.3	0.1	8.7e-34	113.7	0.1	2.0	1	1	0	1	1	1	1	-
