GCA_000017945-FLGBHGLA_05260	IPR014426; IPR036866; IPR001279	Uncharacterised protein family UPF0282, hydrolase, metallo-beta-lactamase; Ribonuclease Z/Hydroxyacylglutathione hydrolase-like; Metallo-beta-lactamase	PF12706	Beta-lactamase superfamily domain	-	-
GCA_000017945-FLGBHGLA_05270	IPR018214; IPR036291; IPR015896; IPR036343; IPR015895; IPR006151; IPR036453; IPR000343	Glutamyl-tRNA reductase, conserved site; NAD(P)-binding domain superfamily; Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain; Glutamyl-tRNA reductase, N-terminal domain superfamily; Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, N-terminal; Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase; Glutamyl tRNA-reductase dimerization domain superfamily; Tetrapyrrole biosynthesis, glutamyl-tRNA reductase	PF00745; PF05201; PF01488	Glutamyl-tRNAGlu reductase, dimerisation domain; Glutamyl-tRNAGlu reductase, N-terminal domain; Shikimate / quinate 5-dehydrogenase	GO:0008883|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114; GO:0008883|GO:0033014|GO:0050661|GO:0055114	-
GCA_000017945-FLGBHGLA_05280	IPR008040	Hydantoinaseoxoprolinase, N-terminal	PF05378	Hydantoinase/oxoprolinase N-terminal region	-	-
GCA_000017945-FLGBHGLA_05290	IPR002821; IPR008040	Hydantoinase A/oxoprolinase; Hydantoinaseoxoprolinase, N-terminal	PF01968; PF05378	Hydantoinase/oxoprolinase; Hydantoinase/oxoprolinase N-terminal region	GO:0016787	-
GCA_000017945-FLGBHGLA_05300	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	-	-	-	-
GCA_000017945-FLGBHGLA_05310	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05320	IPR003602; IPR027417; IPR013497; IPR003601; IPR011545; IPR014001; IPR006171; IPR005736; IPR013826; IPR023405; IPR013824; IPR001650; IPR034142	DNA topoisomerase, type IA, DNA-binding domain; P-loop containing nucleoside triphosphate hydrolase; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, domain 2; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; TOPRIM  domain; Reverse gyrase; DNA topoisomerase, type IA, central region, subdomain 3; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, central region, subdomain 1; Helicase, C-terminal; Reverse gyrase, TOPRIM domain	PF00270; PF01131; PF01751	DEAD/DEAH box helicase; DNA topoisomerase; Toprim domain	GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003676|GO:0005524; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265; GO:0003677|GO:0003916|GO:0006265	-
GCA_000017945-FLGBHGLA_05330	IPR001650; IPR027417; IPR011545; IPR014001	Helicase, C-terminal; P-loop containing nucleoside triphosphate hydrolase; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain	PF00271; PF00270	Helicase conserved C-terminal domain; DEAD/DEAH box helicase	GO:0003676|GO:0005524	-
GCA_000017945-FLGBHGLA_05340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05350	IPR037171; IPR027363; IPR005251; IPR011559; IPR000649	NagB/RpiA transferase-like; Methylthioribose-1-phosphate isomerase, N-terminal; Methylthioribose-1-phosphate isomerase; Initiation factor 2B alpha/beta/delta; Initiation factor 2B-related	PF01008	Initiation factor 2 subunit family	GO:0044249; GO:0044249; GO:0044249; GO:0044237	-
GCA_000017945-FLGBHGLA_05360	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05370	IPR011650; IPR036264; IPR010182; IPR002933	Peptidase M20, dimerisation domain; Bacterial exopeptidase dimerisation domain; N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase/Succinyl-diaminopimelate desuccinylase; Peptidase M20	PF07687; PF01546	Peptidase dimerisation domain; Peptidase family M20/M25/M40	GO:0016787	-
GCA_000017945-FLGBHGLA_05380	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05390	IPR007362	Protein of unknown function DUF429	PF04250	Protein of unknown function (DUF429)	-	-
GCA_000017945-FLGBHGLA_05400	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05410	IPR024654; IPR029052	Calcineurin-like phosphoesterase domain, lpxH type; Metallo-dependent phosphatase-like	PF12850	Calcineurin-like phosphoesterase superfamily domain	-	-
GCA_000017945-FLGBHGLA_05420	IPR019039	RNA ligase T4  Rnl1, N-terminal	PF09511	RNA ligase	-	-
GCA_000017945-FLGBHGLA_05430	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05440	IPR005614	NrfD family	PF03916	Polysulphide reductase, NrfD	-	-
GCA_000017945-FLGBHGLA_05450	IPR017896; IPR019546; IPR017900	4Fe-4S ferredoxin-type, iron-sulphur binding domain; Twin-arginine translocation pathway, signal sequence, bacterial/archaeal; 4Fe-4S ferredoxin, iron-sulphur binding, conserved site	PF13247	4Fe-4S dicluster domain	-	-
GCA_000017945-FLGBHGLA_05460	IPR036280; IPR011031	Multiheme cytochrome superfamily; Multihaem cytochrome	-	-	-	-
GCA_000017945-FLGBHGLA_05470	IPR035904; IPR000453; IPR020541	Chorismate synthase AroC superfamily; Chorismate synthase; Chorismate synthase, conserved site	PF01264	Chorismate synthase	GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073; GO:0004107|GO:0009073	-
GCA_000017945-FLGBHGLA_05480	IPR037136; IPR017770; IPR013792; IPR000228; IPR036553; IPR020719; IPR013791; IPR023797	RNA 3'-terminal phosphate cyclase domain superfamily; RNA 3'-terminal phosphate cyclase type 1; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta; RNA 3'-terminal phosphate cyclase; RNA 3'-terminal phosphate cyclase, insert domain superfamily; RNA 3'-terminal phosphate cyclase-like, conserved site; RNA 3'-terminal phosphate cyclase, insert domain; RNA 3'-terminal phosphate cyclase domain	PF05189; PF01137	RNA 3'-terminal phosphate cyclase (RTC), insert domain; RNA 3'-terminal phosphate cyclase	GO:0003963|GO:0006396; GO:0003963|GO:0006396; GO:0003824; GO:0006396; GO:0003963|GO:0006396; GO:0006396	-
GCA_000017945-FLGBHGLA_05490	IPR029045; IPR002825	ClpP/crotonase-like domain superfamily; Peptidase S49, serine-peptidase prokaryotes	PF01972	Serine dehydrogenase proteinase	GO:0016021	-
GCA_000017945-FLGBHGLA_05500	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05510	IPR023828; IPR000209; IPR036852; IPR015500	Peptidase S8, subtilisin, Ser-active site; Peptidase S8/S53 domain; Peptidase S8/S53 domain superfamily; Peptidase S8, subtilisin-related	PF00082	Subtilase family	GO:0004252|GO:0006508; GO:0004252|GO:0006508	-
GCA_000017945-FLGBHGLA_05520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05530	IPR016064; IPR017437; IPR002504; IPR017438	NAD kinase/diacylglycerol kinase-like domain superfamily; ATP-NAD kinase, PpnK-type, C-terminal; NAD kinase; Inorganic polyphosphate/ATP-NAD kinase, N-terminal	PF01513	ATP-NAD kinase	GO:0003951|GO:0019674; GO:0003951|GO:0006741; GO:0003951|GO:0006741; GO:0003951	-
GCA_000017945-FLGBHGLA_05540	IPR002762	Cobalamin (vitamin B12) biosynthesis CbiX	PF01903	CbiX	GO:0009236|GO:0016852	-
GCA_000017945-FLGBHGLA_05550	IPR007171; IPR023131	Protein of unknown function DUF371; Mth639-like domain superfamily	PF04027	Domain of unknown function (DUF371)	-	-
GCA_000017945-FLGBHGLA_05560	IPR004680	Citrate transporter-like domain	PF03600	Citrate transporter	GO:0016021|GO:0055085; GO:0016021|GO:0055085	-
GCA_000017945-FLGBHGLA_05570	IPR036554; IPR010189; IPR020568; IPR006204; IPR014721; IPR013750	GHMP kinase, C-terminal domain superfamily; Shikimate kinase, archaea; Ribosomal protein S5 domain 2-type fold; GHMP kinase N-terminal domain; Ribosomal protein S5 domain 2-type fold, subgroup; GHMP kinase, C-terminal domain	PF00288; PF08544	GHMP kinases N terminal domain; GHMP kinases C terminal	GO:0004765|GO:0005737|GO:0009073; GO:0004765|GO:0005737|GO:0009073; GO:0005524; GO:0004765|GO:0005737|GO:0009073; GO:0004765|GO:0005737|GO:0009073	-
GCA_000017945-FLGBHGLA_05580	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	-	-	-	-
GCA_000017945-FLGBHGLA_05590	IPR001135; IPR037232; IPR001268; IPR038290; IPR029014	NADH-quinone oxidoreductase, subunit D; NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily; NADH:ubiquinone oxidoreductase, 30kDa subunit; NADH-quinone oxidoreductase, subunit D superfamily; [NiFe]-hydrogenase, large subunit	PF00346; PF00329	Respiratory-chain NADH dehydrogenase, 49 Kd subunit; Respiratory-chain NADH dehydrogenase, 30 Kd subunit	GO:0016651|GO:0048038|GO:0051287|GO:0055114; GO:0008137|GO:0055114; GO:0008137|GO:0055114	-
GCA_000017945-FLGBHGLA_05600	IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit	PF01058	NADH ubiquinone oxidoreductase, 20 Kd subunit	GO:0051536|GO:0055114	-
GCA_000017945-FLGBHGLA_05610	IPR000440; IPR038430	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3; NADH:ubiquinone oxidoreductase, subunit 3 superfamily	PF00507	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	GO:0008137|GO:0055114	-
GCA_000017945-FLGBHGLA_05620	IPR010227; IPR003918; IPR001750	NADH-quinone oxidoreductase, chain M/4; NADH:ubiquinone oxidoreductase; NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	PF00361	Proton-conducting membrane transporter	GO:0008137|GO:0042773|GO:0055114; GO:0008137|GO:0042773|GO:0055114; GO:0008137|GO:0042773|GO:0055114; GO:0008137|GO:0042773|GO:0055114; GO:0008137|GO:0042773|GO:0055114; GO:0008137|GO:0042773|GO:0055114	-
GCA_000017945-FLGBHGLA_05630	IPR001516; IPR001750; IPR003945	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal; NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit; NADH-plastoquinone oxidoreductase, chain 5	PF00662; PF00361	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus; Proton-conducting membrane transporter	GO:0008137|GO:0042773|GO:0055114	-
GCA_000017945-FLGBHGLA_05640	IPR023465; IPR023602; IPR023470; IPR039063	Riboflavin kinase domain superfamily; Riboflavin kinase domain, CTP-dependent; Riboflavin kinase, archaeal; Riboflavin kinase, CTP-dependent	PF01982	Domain of unknown function DUF120	GO:0008531|GO:0009231; GO:0008531|GO:0009231; GO:0016773; GO:0008531|GO:0009231	-
GCA_000017945-FLGBHGLA_05650	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05660	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05670	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05680	IPR003439; IPR003593; IPR017871; IPR027417	ABC transporter-like; AAA+ ATPase domain; ABC transporter, conserved site; P-loop containing nucleoside triphosphate hydrolase	PF00005	ABC transporter	GO:0005524|GO:0016887; GO:0005524|GO:0016887; GO:0005524|GO:0016887	-
GCA_000017945-FLGBHGLA_05690	IPR002830	UbiD decarboxylyase family	PF01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	GO:0016831; GO:0016831; GO:0016831	-
GCA_000017945-FLGBHGLA_05700	IPR029044	Nucleotide-diphospho-sugar transferases	-	-	-	-
GCA_000017945-FLGBHGLA_05710	IPR016181; IPR000182	Acyl-CoA N-acyltransferase; GNAT domain	PF00583	Acetyltransferase (GNAT) family	-	-
GCA_000017945-FLGBHGLA_05720	IPR003382; IPR035929; IPR036551; IPR007085; IPR005252	Flavoprotein; CoaB-like superfamily; Flavin prenyltransferase-like; DNA/pantothenate metabolism flavoprotein, C-terminal; Coenzyme A biosynthesis bifunctional protein CoaBC	PF02441; PF04127	Flavoprotein; DNA / pantothenate metabolism flavoprotein	GO:0003824; GO:0003824; GO:0003824; GO:0004632|GO:0004633|GO:0010181|GO:0015937|GO:0015941	-
GCA_000017945-FLGBHGLA_05730	IPR020846; IPR011701; IPR036259	Major facilitator superfamily domain; Major facilitator superfamily; MFS transporter superfamily	PF07690	Major Facilitator Superfamily	GO:0016021|GO:0055085	-
GCA_000017945-FLGBHGLA_05740	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05750	IPR038763	DHH phosphoesterase superfamily	-	-	-	-
GCA_000017945-FLGBHGLA_05760	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05770	IPR001453; IPR036425	MoaB/Mog domain; MoaB/Mog-like domain superfamily	PF00994	Probable molybdopterin binding domain	-	-
GCA_000017945-FLGBHGLA_05780	IPR002922; IPR036188; IPR022828; IPR000103	Thiazole biosynthetic enzyme Thi4 family; FAD/NAD(P)-binding domain superfamily; Thiazole biosynthetic enzyme, prokaryotic; Pyridine nucleotide-disulphide oxidoreductase, class-II	PF01946	Thi4 family	GO:0016491|GO:0055114; GO:0016491|GO:0055114	-
GCA_000017945-FLGBHGLA_05790	IPR015943; IPR001680; IPR036322; IPR024977	WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat; WD40-repeat-containing domain superfamily; Anaphase-promoting complex subunit 4, WD40 domain	PF12894	Anaphase-promoting complex subunit 4 WD40 domain	GO:0005515; GO:0005515; GO:0005515; GO:0005515; GO:0005515; GO:0005515; GO:0005515	-
GCA_000017945-FLGBHGLA_05800	IPR038019; IPR002496; IPR026660	Phosphoribosyl-AMP cyclohydrolase domain superfamily; Phosphoribosyl-AMP cyclohydrolase domain; Phosphoribosyl-AMP cyclohydrolase	PF01502	Phosphoribosyl-AMP cyclohydrolase	GO:0000105|GO:0004635; GO:0000105|GO:0004635; GO:0000105|GO:0004635	-
GCA_000017945-FLGBHGLA_05810	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05820	IPR013785; IPR006638; IPR027596; IPR007197; IPR016431	Aldolase-type TIM barrel; Elp3/MiaB/NifB; AmmeMemoRadiSam system radical SAM enzyme; Radical SAM; Pyruvate-formate lyase-activating enzyme, predicted	PF13353; PF04055	4Fe-4S single cluster domain; Radical SAM superfamily	GO:0003824; GO:0003824|GO:0051536; GO:0003824|GO:0051536; GO:0003824|GO:0051536	-
GCA_000017945-FLGBHGLA_05830	IPR006016; IPR014729; IPR006015	UspA; Rossmann-like alpha/beta/alpha sandwich fold; Universal stress protein A	PF00582	Universal stress protein family	-	-
GCA_000017945-FLGBHGLA_05840	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05850	IPR002586; IPR027417	CobQ/CobB/MinD/ParA nucleotide binding domain; P-loop containing nucleoside triphosphate hydrolase	PF01656	CobQ/CobB/MinD/ParA nucleotide binding domain	-	-
GCA_000017945-FLGBHGLA_05860	IPR024192; IPR001048; IPR036393	Fosfomycin resistance kinase, FomA-type; Aspartate/glutamate/uridylate kinase; Acetylglutamate kinase-like superfamily	PF00696	Amino acid kinase family	GO:0016301	-
GCA_000017945-FLGBHGLA_05870	IPR028082	Periplasmic binding protein-like I	-	-	-	-
GCA_000017945-FLGBHGLA_05880	IPR002315; IPR006195; IPR027031; IPR033731; IPR036621; IPR004154	Glycyl-tRNA synthetase; Aminoacyl-tRNA synthetase, class II; Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2; Glycyl-tRNA synthetase-like core domain; Anticodon-binding domain superfamily; Anticodon-binding	PF03129	Anticodon binding domain	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426; GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426	-
GCA_000017945-FLGBHGLA_05890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05900	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05910	IPR006426; IPR001962; IPR033738; IPR029055; IPR017932	Asparagine synthase, glutamine-hydrolyzing; Asparagine synthase; Asparagine synthase, N-terminal domain; Nucleophile aminohydrolases, N-terminal; Glutamine amidotransferase type 2 domain	PF00733; PF13537	Asparagine synthase; Glutamine amidotransferase domain	GO:0004066|GO:0006529; GO:0004066|GO:0006529; GO:0004066|GO:0006529; GO:0004066|GO:0006529	-
GCA_000017945-FLGBHGLA_05920	IPR002830	UbiD decarboxylyase family	PF01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	GO:0016831; GO:0016831; GO:0016831	-
GCA_000017945-FLGBHGLA_05930	IPR001109; IPR037254	Hydrogenase expression/formation protein, HupF/HypC; HupF/HypC superfamily	PF01455	HupF/HypC family	-	-
GCA_000017945-FLGBHGLA_05940	IPR002293	Amino acid/polyamine transporter I	PF13520	Amino acid permease	GO:0016020|GO:0022857|GO:0055085; GO:0016020|GO:0022857|GO:0055085	-
GCA_000017945-FLGBHGLA_05950	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_05960	IPR009025; IPR036603; IPR008193	DNA-directed RNA polymerase, RBP11-like dimerisation domain; RNA polymerase, RBP11-like subunit; DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site	PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain	GO:0006351|GO:0046983; GO:0006351|GO:0046983; GO:0006351|GO:0046983; GO:0003677|GO:0003899|GO:0006351	-
GCA_000017945-FLGBHGLA_05970	IPR019202	Protein of unknown function DUF2067	PF09840	Uncharacterized protein conserved in archaea (DUF2067)	-	-
GCA_000017945-FLGBHGLA_05980	IPR039771; IPR030850; IPR012340; IPR025721	Exosome complex component Csl4; Exosome complex component Csl4, archaea; Nucleic acid-binding, OB-fold; Exosome complex component, N-terminal domain	PF14382	Exosome complex exonuclease RRP4 N-terminal region	GO:0000178|GO:0006396; GO:0000178|GO:0006396	-
GCA_000017945-FLGBHGLA_05990	IPR000182; IPR006464; IPR016181	GNAT domain; N-acetyltransferase RimI/Ard1; Acyl-CoA N-acyltransferase	PF00583	Acetyltransferase (GNAT) family	GO:0006474|GO:0016407	-
GCA_000017945-FLGBHGLA_06000	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06010	IPR001216; IPR001926; IPR036052	Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site; Pyridoxal-phosphate dependent enzyme; Tryptophan synthase beta subunit-like PLP-dependent enzyme	PF00291	Pyridoxal-phosphate dependent enzyme	GO:0006535	-
GCA_000017945-FLGBHGLA_06020	IPR024096; IPR004096	NO signalling/Golgi transport ligand-binding domain superfamily; 4-vinyl reductase, 4VR	PF02830	V4R domain	-	-
GCA_000017945-FLGBHGLA_06030	IPR012676; IPR027417; IPR012675; IPR031662; IPR004095; IPR006073	TGS-like; P-loop containing nucleoside triphosphate hydrolase; Beta-grasp domain superfamily; GTP binding protein, second domain; TGS; GTP binding domain	PF16897; PF02824; PF01926	C-terminal region of MMR_HSR1 domain; TGS domain; 50S ribosome-binding GTPase	GO:0005525; GO:0005525; GO:0005525; GO:0005525	-
GCA_000017945-FLGBHGLA_06040	IPR036188	FAD/NAD(P)-binding domain superfamily	-	-	-	-
GCA_000017945-FLGBHGLA_06050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06060	IPR036157; IPR008181; IPR033704; IPR029054	dUTPase-like superfamily; Deoxyuridine triphosphate nucleotidohydrolase; dUTPase, trimeric; dUTPase-like	PF00692	dUTPase	GO:0004170|GO:0046080; GO:0004170|GO:0046080	-
GCA_000017945-FLGBHGLA_06070	IPR018520; IPR001441; IPR036424	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site; Decaprenyl diphosphate synthase-like; Decaprenyl diphosphate synthase-like superfamily	PF01255	Putative undecaprenyl diphosphate synthase	GO:0016765; GO:0016765; GO:0016765; GO:0016765; GO:0016765; GO:0016765; GO:0016765; GO:0016765	-
GCA_000017945-FLGBHGLA_06080	IPR005937; IPR027417; IPR023501; IPR003959; IPR003960; IPR003593	26S proteasome regulatory subunit P45-like; P-loop containing nucleoside triphosphate hydrolase; Proteasome-activating nucleotidase PAN; ATPase, AAA-type, core; ATPase, AAA-type, conserved site; AAA+ ATPase domain	PF00004	ATPase family associated with various cellular activities (AAA)	GO:0005737|GO:0016787|GO:0030163; GO:0005524; GO:0005524	-
GCA_000017945-FLGBHGLA_06090	IPR020934; IPR002222; IPR005713; IPR023575	Ribosomal protein S19 conserved site; Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S19, superfamily	PF00203	Ribosomal protein S19	GO:0003723; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412	-
GCA_000017945-FLGBHGLA_06100	IPR036394; IPR018260; IPR001063; IPR005721	Ribosomal protein L22/L17 superfamily; Ribosomal protein L22/L17, conserved site; Ribosomal protein L22/L17; Ribosomal protein L22/L17, eukaryotic/archaeal	PF00237	Ribosomal protein L22p/L17e	GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015934; GO:0003735|GO:0006412|GO:0015934; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015934; GO:0003735|GO:0005840|GO:0006412	-
GCA_000017945-FLGBHGLA_06110	IPR001351; IPR009019; IPR036419; IPR004044; IPR015946; IPR005703; IPR027488; IPR004087	Ribosomal protein S3, C-terminal; K homology domain superfamily, prokaryotic type; Ribosomal protein S3, C-terminal domain superfamily; K Homology domain, type 2; K homology domain-like, alpha/beta; Ribosomal protein S3, eukaryotic/archaeal; Ribosomal protein S3, archaeal; K Homology domain	PF00189; PF07650	Ribosomal protein S3, C-terminal domain; KH domain	GO:0003735|GO:0005840|GO:0006412; GO:0003723; GO:0003735|GO:0005840|GO:0006412; GO:0003723; GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0005840|GO:0006412; GO:0003676; GO:0003723	-
GCA_000017945-FLGBHGLA_06120	IPR036049; IPR001854; IPR018254	Ribosomal protein L29/L35 superfamily; Ribosomal protein L29/L35; Ribosomal protein L29, conserved site	PF00831	Ribosomal L29 protein	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412	-
GCA_000017945-FLGBHGLA_06130	IPR023534; IPR002730; IPR036980; IPR023538	Rof/RNase P-like; Ribonuclease P/MRP, subunit p29; Ribonuclease P/MRP, subunit p29 superfamily; Ribonuclease P protein component 1	PF01868	Domain of unknown function UPF0086	GO:0003723|GO:0004540|GO:0006396|GO:0030677; GO:0003723|GO:0004540|GO:0006396|GO:0030677; GO:0003723|GO:0004540|GO:0008033|GO:0030677; GO:0001682|GO:0004526	-
GCA_000017945-FLGBHGLA_06140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06160	IPR004925; IPR024674; IPR024719; IPR009100; IPR036250	HpaB/PvcC/4-BUDH; HpaB/PvcC/4-BUDH N-terminal; HpaB/PvcC/4-BUDH C-terminal; Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily; Acyl-CoA dehydrogenase-like, C-terminal	PF11794; PF03241	4-hydroxyphenylacetate 3-hydroxylase N terminal; 4-hydroxyphenylacetate 3-hydroxylase C terminal	GO:0016627|GO:0055114; GO:0016627|GO:0055114	-
GCA_000017945-FLGBHGLA_06170	IPR006680; IPR002195; IPR032466; IPR011059	Amidohydrolase-related; Dihydroorotase, conserved site; Metal-dependent hydrolase; Metal-dependent hydrolase, composite domain superfamily	PF01979	Amidohydrolase family	GO:0016787; GO:0016812; GO:0016810	-
GCA_000017945-FLGBHGLA_06180	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06190	IPR000644	CBS domain	PF00571	CBS domain	-	-
GCA_000017945-FLGBHGLA_06200	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06210	IPR029055; IPR000836; IPR005854; IPR017932; IPR029057	Nucleophile aminohydrolases, N-terminal; Phosphoribosyltransferase domain; Amidophosphoribosyltransferase; Glutamine amidotransferase type 2 domain; Phosphoribosyltransferase-like	PF00156	Phosphoribosyl transferase domain	GO:0009116; GO:0009116; GO:0004044|GO:0009113; GO:0004044|GO:0009113	-
GCA_000017945-FLGBHGLA_06220	IPR017896; IPR017900	4Fe-4S ferredoxin-type, iron-sulphur binding domain; 4Fe-4S ferredoxin, iron-sulphur binding, conserved site	PF12838; PF13187	4Fe-4S dicluster domain	-	-
GCA_000017945-FLGBHGLA_06230	IPR001387; IPR010982; IPR017271	Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain superfamily; Transcription regulator HTH, MJ1545, predicted	PF01381	Helix-turn-helix	GO:0043565; GO:0043565; GO:0043565; GO:0003677; GO:0043565	-
GCA_000017945-FLGBHGLA_06240	IPR002715; IPR009060; IPR038187; IPR005231	Nascent polypeptide-associated complex NAC domain; UBA-like superfamily; NAC A/B domain superfamily; Nascent polypeptide-associated complex (NAC), archaeal	PF01849	NAC domain	GO:0005515; GO:0003723	-
GCA_000017945-FLGBHGLA_06250	IPR001279; IPR022712; IPR036866; IPR011108	Metallo-beta-lactamase; Beta-Casp domain; Ribonuclease Z/Hydroxyacylglutathione hydrolase-like; Zn-dependent metallo-hydrolase, RNA specificity domain	PF10996; PF16661; PF07521	Beta-Casp domain; Metallo-beta-lactamase superfamily domain; Zn-dependent metallo-hydrolase RNA specificity domain	-	-
GCA_000017945-FLGBHGLA_06260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06270	IPR027485; IPR023473; IPR023472; IPR002733; IPR027623; IPR036071	AMMECR1, N-terminal; AMMECR1; Uncharacterised protein family MJ0810; AMMECR1 domain; AmmeMemoRadiSam system protein A; AMMECR1 domain superfamily	PF01871	AMMECR1	-	-
GCA_000017945-FLGBHGLA_06280	IPR028366; IPR026022; IPR038078	Phosphate transport system protein PhoU; PhoU domain; PhoU-like domain superfamily	PF01895	PhoU domain	GO:0005737|GO:0030643|GO:0045936	-
