accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_04140	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04140	0.072	373	Aspartate aminotransferase	COG0436	Aspartate/methionine/tyrosine_aminotransferase	E	Isoleucine,_leucine,_valine_biosynthesis	4.6e-71	arCOG01130	-	Aspartate/tyrosine/aromatic_aminotransferase	E	9.7e-71	K00812	1.4e-73	245.2	450.30	aspartate_aminotransferase_[EC:2.6.1.1]	-	PF00155	Aminotransferase_class_I_and_II	5.3e-45	TIGR03540	LL-diaminopimelate_aminotransferase	2.6.1.83	2.4e-36	-	-	-	-	-	-	-	-	IPR004839;_IPR015424;_IPR015421	Aminotransferase,_class_I/classII;_Pyridoxal_phosphate-dependent_transferase;_Pyridoxal_phosphate-dependent_transferase,_major_domain	PF00155	Aminotransferase_class_I_and_II	WP_011998441.1_pyridoxal_phosphate-dependent_aminotransferase_[Ignicoccus_hospitalis]	1.3e-207	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04150	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04150	0.087	296	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	COG0034	Glutamine_phosphoribosylpyrophosphate_amidotransferase	F	Purine_biosynthesis	1e-49	arCOG00095	GltB	Glutamate_synthase_domain_1	E	2.3e-68	K22081	1e-73	245.3	246.37	methylamine---glutamate_N-methyltransferase_subunit_A_[EC:2.1.1.21]	-	PF13522	Glutamine_amidotransferase_domain	9.9e-21	TIGR01134	amidophosphoribosyltransferase	2.4.2.14	1.4e-35	-	-	-	-	-	-	-	-	IPR029055;_IPR017932	Nucleophile_aminohydrolases,_N-terminal;_Glutamine_amidotransferase_type_2_domain	PF13522	Glutamine_amidotransferase_domain	WP_011998442.1_glutamate_synthase_[Ignicoccus_hospitalis]	8.9e-167	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04160	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04160	0.132	717	Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C	COG0069	Glutamate_synthase_domain_2	E	Glutamine_biosynthesis	9.5e-149	arCOG00619	GltB	Glutamate_synthase_domain_2_and_ferredoxin_domain	E	4.8e-95	K22083	1e-148	492.5	597.17	methylamine---glutamate_N-methyltransferase_subunit_C_[EC:2.1.1.21]	-	PF01645	Conserved_region_in_glutamate_synthase	6.9e-118	TIGR03122	formylmethanofuran_dehydrogenase_subunit_C	1.2.99.5	5.6e-27	-	-	-	-	-	-	-	-	IPR036485;_IPR002489;_IPR017900;_IPR013785;_IPR017896;_IPR002932	Glutamate_synthase,_alpha_subunit,_C-terminal_domain_superfamily;_Glutamate_synthase,_alpha_subunit,_C-terminal;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site;_Aldolase-type_TIM_barrel;_4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_Glutamate_synthase_domain	PF01493;_PF14697;_PF01645	GXGXG_motif;_4Fe-4S_dicluster_domain;_Conserved_region_in_glutamate_synthase	WP_011998443.1_4Fe-4S_dicluster_domain-containing_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04170	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04170	0.089	345	hypothetical protein	COG2271	Sugar_phosphate_permease	G	-	5.5e-08	arCOG00130	-	MFS_family_permease	G	5.5e-12	-	-	-	-	-	-	PF07690	Major_Facilitator_Superfamily	8.7e-08	-	-	-	-	-	-	-	-	-	-	-	-	IPR036259	MFS_transporter_superfamily	-	-	WP_011998444.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-179	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04180	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04180	0.098	153	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052569915.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-68	99.3	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04190	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04190	0.083	312	Metallo-beta-lactamase fold-containing protein	COG0491	Glyoxylase_or_a_related_metal-dependent_hydrolase,_beta-lactamase_superfamily_II	R	-	2.3e-25	arCOG00505	-	Metal-dependent_hydrolase_of_the_beta-lactamase_superfamily_II	R	1.1e-76	K01069	1.7e-20	70.5	103.63	hydroxyacylglutathione_hydrolase_[EC:3.1.2.6]	-	PF00753	Metallo-beta-lactamase_superfamily	7.3e-27	TIGR03413	hydroxyacylglutathione_hydrolase	3.1.2.6	1.9e-14	-	-	-	-	-	-	-	-	IPR001279;_IPR037482;_IPR036866	Metallo-beta-lactamase;_ST1585,_MBL-fold;_Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like	PF00753	Metallo-beta-lactamase_superfamily	WP_011998445.1_MBL_fold_metallo-hydrolase_[Ignicoccus_hospitalis]	2.4e-178	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04200	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04200	0.037	267	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_011998446.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.7e-135	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04210	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04210	0.086	186	tRNA sulfurtransferase	COG0301	Adenylyl-_and_sulfurtransferase_ThiI_(thiamine_and_tRNA_4-thiouridine_biosynthesis)	HJ	Thiamine_biosynthesis	2.8e-17	arCOG00038	ThiI	tRNA_S(4)U_4-thiouridine_synthase	J	9.2e-15	K03151	1.2e-17	61.1	113.87	tRNA_uracil_4-sulfurtransferase_[EC:2.8.1.4]	-	PF02568	Thiamine_biosynthesis_protein_(ThiI)	9.8e-13	TIGR00342	tRNA_sulfurtransferase_ThiI	2.8.1.4	1.1e-11	-	-	-	-	-	-	-	-	IPR020536;_IPR014729	Thil,_AANH_domain;_Rossmann-like_alpha/beta/alpha_sandwich_fold	PF02568	Thiamine_biosynthesis_protein_(ThiI)	ABU81595.1_thiamine_biosynthesis_protein_[Ignicoccus_hospitalis_KIN4/I]	3.6e-97	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04220	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04220	0.126	378	hypothetical protein	COG0409	Hydrogenase_maturation_factor_HypD	O	-	3.6e-130	arCOG04428	HypD	Hydrogenase_maturation_factor	O	1.6e-143	K04654	2.9e-126	418.3	96.40	hydrogenase_expression/formation_protein_HypD	high_score	PF01924	Hydrogenase_formation_hypA_family	2.3e-125	TIGR00075	hydrogenase_expression/formation_protein_HypD	-	4e-112	-	-	-	-	-	-	-	-	IPR002780	Hydrogenase_formation_HypD_protein	PF01924	Hydrogenase_formation_hypA_family	WP_011998448.1_hydrogenase_formation_protein_HypD_[Ignicoccus_hospitalis]	8.3e-218	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04230	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04230	0.114	358	hypothetical protein	COG1499	NMD_protein_affecting_ribosome_stability_and_mRNA_decay	J	-	1.1e-67	arCOG04149	NMD3	NMD_protein_affecting_ribosome_stability_and_mRNA_decay	J	1.1e-44	K07562	9.6e-24	81.2	40.60	nonsense-mediated_mRNA_decay_protein_3	high_score	PF04981	NMD3_family_	2.4e-41	-	-	-	-	-	-	-	-	-	-	-	-	IPR007064;_IPR039768	Nmd3,_N-terminal;_Ribosomal_export_protein_Nmd3	PF04981	NMD3_family	WP_083756868.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.0e-202	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04240	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04240	0.097	216	Glucose-6-phosphate isomerase	COG2140	Oxalate_decarboxylase/archaeal_phosphoglucose_isomerase,_cupin_superfamily	G	Glycolysis	9.3e-23	arCOG02602	OxdD	Oxalate_decarboxylase/archaeal_phosphoglucose_isomerase,_cupin_superfamily	G	3.7e-49	K06859	4.1e-46	153.9	77.17	glucose-6-phosphate_isomerase,_archaeal_[EC:5.3.1.9]	high_score	PF06560	Glucose-6-phosphate_isomerase_(GPI)	1.1e-23	-	-	-	-	-	-	-	-	-	-	-	-	IPR011051;_IPR010551;_IPR014710	RmlC-like_cupin_domain_superfamily;_Glucose-6-phosphate_isomerase,_prokaryote;_RmlC-like_jelly_roll_fold	PF06560	Glucose-6-phosphate_isomerase_(GPI)	WP_011998450.1_glucose-6-phosphate_isomerase_[Ignicoccus_hospitalis]	6.1e-125	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04250	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04250	0.108	303	Digeranylgeranylglyceryl phosphate synthase	COG0382	4-hydroxybenzoate_polyprenyltransferase	H	Ubiquinone_biosynthesis	1.2e-36	arCOG00476	UbiA	4-hydroxybenzoate_polyprenyltransferase_or_related_prenyltransferase	H	1.1e-52	K17105	1.7e-79	263.9	186.47	geranylgeranylglycerol-phosphate_geranylgeranyltransferase_[EC:2.5.1.42]	high_score	PF01040	UbiA_prenyltransferase_family	4.5e-42	TIGR01476	bacteriochlorophyll/chlorophyll_synthetase	2.5.1.-	1.6e-18	-	-	-	-	-	-	-	-	IPR000537;_IPR023547	UbiA_prenyltransferase_family;_Digeranylgeranylglyceryl_phosphate_synthase	PF01040	UbiA_prenyltransferase_family	A8A9J7.2_RecName:_Full=Digeranylgeranylglyceryl_phosphate_synthase;_Short=DGGGP_synthase;_Short=DGGGPS;_AltName:_Full=(S)-2,3-di-O-geranylgeranylglyceryl_phosphate_synthase;_AltName:_Full=Geranylgeranylglycerol-phosphate_geranylgeranyltransferase	3.2e-148	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04260	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04260	0.068	87	DNA/RNA-binding protein Alba 2	COG1581	DNA/RNA-binding_protein_AlbA/Ssh10b	K	-	6.8e-25	arCOG01753	Ssh10b	Archaeal_DNA-binding_protein_Alba	K	4.9e-14	K03622	6.4e-18	61.6	60.43	archaea-specific_DNA-binding_protein	high_score	PF01918	Alba	1.3e-13	TIGR00285	DNA-binding_protein_Alba	-	1.1e-14	-	-	-	-	-	-	-	-	IPR036882;_IPR002775	Alba-like_domain_superfamily;_DNA/RNA-binding_protein_Alba-like	PF01918	Alba	ABU81600.1_Alba,_DNA/RNA-binding_protein_[Ignicoccus_hospitalis_KIN4/I]	1.9e-37	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04270	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04270	0.081	1087	Reverse gyrase 1	COG1110	Reverse_gyrase	L	-	0	arCOG01526	TopG2	Reverse_gyrase	L	7.7e-245	K03170	5.6e-304	1008.1	527.97	reverse_gyrase_[EC:5.6.2.2_3.6.4.12]	high_score	PF01131	DNA_topoisomerase	1.7e-70	TIGR01054	reverse_gyrase	3.6.4.12|5.99.1.3	6.2e-247	-	-	-	-	-	-	-	-	IPR027417;_IPR014001;_IPR005736;_IPR013497;_IPR006171;_IPR013824;_IPR003602;_IPR011545;_IPR003593;_IPR013826;_IPR003601;_IPR023405	P-loop_containing_nucleoside_triphosphate_hydrolase;_Helicase_superfamily_1/2,_ATP-binding_domain;_Reverse_gyrase;_DNA_topoisomerase,_type_IA,_central;_TOPRIM__domain;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_1;_DNA_topoisomerase,_type_IA,_DNA-binding_domain;_DEAD/DEAH_box_helicase_domain;_AAA+_ATPase_domain;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_3;_DNA_topoisomerase,_type_IA,_domain_2;_DNA_topoisomerase,_type_IA,_core_domain	PF01131;_PF00270;_PF01751	DNA_topoisomerase;_DEAD/DEAH_box_helicase;_Toprim_domain	WP_011998453.1_reverse_gyrase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04280	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04280	0.082	520	hypothetical protein	-	-	-	-	-	arCOG02491	-	WD40_repeats_containing_protein	S	6.3e-50	K12880	1.6e-12	44.0	178.60	THO_complex_subunit_3	-	PF12894	Anaphase-promoting_complex_subunit_4_WD40_domain	1.7e-06	-	-	-	-	-	-	-	-	-	-	-	-	IPR015943;_IPR011047	WD40/YVTN_repeat-like-containing_domain_superfamily;_Quinoprotein_alcohol_dehydrogenase-like_superfamily	-	-	ABU81602.1_hypothetical_protein_Igni_0419_[Ignicoccus_hospitalis_KIN4/I]	7.5e-294	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04290	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04290	0.125	262	CoB--CoM heterodisulfide reductase subunit B	COG2048	Heterodisulfide_reductase,_subunit_B	C	-	1.3e-63	arCOG00338	SdhC	Succinate_dehydrogenase_subunit_C	C	2.4e-55	K03389	4.2e-61	204.0	298.70	heterodisulfide_reductase_subunit_B2_[EC:1.8.7.3_1.8.98.4_1.8.98.5_1.8.98.6]	-	PF02754	Cysteine-rich_domain	4.4e-25	TIGR03288	CoB--CoM_heterodisulfide_reductase,_subunit_B	1.8.98.1	4.1e-31	-	-	-	3.D.10.1.4	5.16e-39	-	-	-	IPR004017	Cysteine-rich_domain	PF02754	Cysteine-rich_domain	WP_011998455.1_succinate_dehydrogenase_subunit_C_[Ignicoccus_hospitalis]	1.8e-150	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04300	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04300	0.071	224	3,4-dihydroxy-2-butanone 4-phosphate synthase	COG0108	3,4-dihydroxy-2-butanone_4-phosphate_synthase	H	Riboflavin/FAD_biosynthesis	7.4e-39	arCOG01320	RibB	3,4-dihydroxy-2-butanone_4-phosphate_synthase	H	8.1e-58	K02858	1.3e-41	139.2	295.17	3,4-dihydroxy_2-butanone_4-phosphate_synthase_[EC:4.1.99.12]	-	PF00926	3,4-dihydroxy-2-butanone_4-phosphate_synthase	3.6e-44	TIGR00506	3,4-dihydroxy-2-butanone-4-phosphate_synthase	4.1.99.12	8.6e-38	-	-	-	-	-	-	-	-	IPR017945;_IPR000422	DHBP_synthase_RibB-like_alpha/beta_domain_superfamily;_3,4-dihydroxy-2-butanone_4-phosphate_synthase,_RibB	PF00926	3,4-dihydroxy-2-butanone_4-phosphate_synthase	WP_011998456.1_3,4-dihydroxy-2-butanone-4-phosphate_synthase_[Ignicoccus_hospitalis]	5.2e-119	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04310	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04310	0.076	92	hypothetical protein	-	-	-	-	-	arCOG05956	-	Metal-binding_protein_with_CxxC..HxxxxH_signature	S	6.4e-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU81605.1_hypothetical_protein_Igni_0422_[Ignicoccus_hospitalis_KIN4/I]	4.0e-41	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04320	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04320	0.081	220	hypothetical protein	COG2413	Predicted_nucleotidyltransferase	R	-	6.5e-88	arCOG04066	-	Predicted_nucleotidyltransferase	R	2.1e-83	K07073	1.4e-85	283.3	155.80	uncharacterized_protein	high_score	PF01909	Nucleotidyltransferase_domain	6.6e-09	-	-	-	-	-	-	-	-	-	-	-	-	IPR002934;_IPR009185	Polymerase,_nucleotidyl_transferase_domain;_Predicted_nucleotidyltransferase	PF01909	Nucleotidyltransferase_domain	WP_011998458.1_DNA_polymerase_subunit_beta_[Ignicoccus_hospitalis]	7.9e-120	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04330	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04330	0.134	416	Thiamine-monophosphate kinase	COG1973	Hydrogenase_maturation_factor_HypE	O	-	3.3e-131	arCOG00637	HypE	Hydrogenase_maturation_factor	O	3.1e-106	K07388	1.8e-120	399.7	317.23	hydrogenase_expression/formation_protein	high_score	PF00586	AIR_synthase_related_protein,_N-terminal_domain	1.6e-07	TIGR01379	thiamine-phosphate_kinase	2.7.4.16	5.4e-09	-	-	-	-	-	-	-	-	IPR036921;_IPR006283;_IPR036676;_IPR009186;_IPR016188	PurM-like,_N-terminal_domain_superfamily;_Thiamine-monophosphate_kinase;_PurM-like,_C-terminal_domain_superfamily;_Predicted_nickel_metalloenzyme_maturation_factor,_AIR_synthase-related;_PurM-like,_N-terminal_domain	PF00586	AIR_synthase_related_protein,_N-terminal_domain	WP_011998459.1_AIR_synthase-like_protein_[Ignicoccus_hospitalis]	1.9e-231	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04340	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04340	0.113	247	Geranylgeranylglyceryl phosphate synthase	COG1646	Glycerol-1-phosphate_heptaprenyltransferase	I	-	6e-70	arCOG01085	PcrB	(S)-3-O-geranylgeranylglyceryl_phosphate_synthase,_TIM-barrel_fold	I	7.3e-55	K17104	1.1e-75	251.2	219.47	phosphoglycerol_geranylgeranyltransferase_[EC:2.5.1.41]	high_score	PF01884	PcrB_family	1.5e-48	TIGR01769	phosphoglycerol_geranylgeranyltransferase	2.5.1.41	4.6e-65	-	-	-	-	-	-	-	-	IPR038597;_IPR008205;_IPR010946	GGGP/HepGP_synthase_superfamily;_Geranylgeranylglyceryl_phosphate_synthase/Heptaprenylglyceryl_phosphate_synthase;_Geranylgeranylglyceryl_phosphate_synthase	PF01884	PcrB_family	WP_011998460.1_geranylgeranylglyceryl/heptaprenylglyceryl_phosphate_synthase_[Ignicoccus_hospitalis]	1.7e-131	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04350	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04350	0.117	94	hypothetical protein	COG4888	Transcription_elongation_factor_Elf1,_contains_Zn-ribbon_domain	K	-	1.5e-23	arCOG04136	Elf1	Transcription_elongation_factor_Elf1,_Zn_ribbon-containing_protein	J	9.4e-28	-	-	-	-	-	-	PF05129	Transcription_elongation_factor_Elf1_like	2.8e-13	-	-	-	-	-	-	-	-	-	-	-	-	IPR007808	Transcription_elongation_factor_1	PF05129	Transcription_elongation_factor_Elf1_like	WP_052569925.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.1e-45	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04360	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04360	0.093	129	hypothetical protein	COG5431	Predicted_nucleic_acid-binding_protein,_contains_SWIM-type_Zn-finger_domain	R	-	2.1e-19	arCOG01120	-	SWIM_zinc_finger	S	2.5e-16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IPR007527	Zinc_finger,_SWIM-type	-	-	WP_011998462.1_zinc_finger_SWIM_domain-containing_protein_[Ignicoccus_hospitalis]	8.6e-66	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04370	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04370	0.126	221	Ribose-5-phosphate isomerase A	COG0120	Ribose_5-phosphate_isomerase	G	Pentose_phosphate_pathway	2.7e-62	arCOG01122	RpiA	Ribose_5-phosphate_isomerase	G	3.5e-47	K01807	5.3e-49	163.7	56.73	ribose_5-phosphate_isomerase_A_[EC:5.3.1.6]	high_score	PF06026	Ribose_5-phosphate_isomerase_A_(phosphoriboisomerase_A)	1.8e-46	TIGR00021	ribose_5-phosphate_isomerase_A	5.3.1.6	6.4e-47	-	-	-	-	-	-	-	-	IPR037171;_IPR004788	NagB/RpiA_transferase-like;_Ribose_5-phosphate_isomerase,_type_A	PF06026	Ribose_5-phosphate_isomerase_A_(phosphoriboisomerase_A)	ABU81611.1_ribose_5-phosphate_isomerase_[Ignicoccus_hospitalis_KIN4/I]	2.4e-116	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04380	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04380	0.153	52	hypothetical protein	-	-	-	-	-	arCOG08093	-	Zn_finger_protein	S	6.9e-16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_048061479.1_hypothetical_protein_[Hyperthermus_butylicus]	1.6e-10	52.9	54248	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Hyperthermus_butylicus
GCA_000017945-FLGBHGLA_04390	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04390	0.062	80	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_011998464.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.3e-31	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04400	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04400	0.097	582	hypothetical protein	COG5360	Uncharacterized_conserved_protein,_heparinase_superfamily	R	-	7.2e-23	arCOG09012	-	Heparinase_II/III-like_protein	R	1.1e-08	-	-	-	-	-	-	PF07940	Heparinase_II/III-like_protein	2.8e-09	-	-	-	-	-	-	-	-	-	-	-	-	IPR008929;_IPR012480	Chondroitin_AC/alginate_lyase;_Heparinase_II/III-like	PF07940	Heparinase_II/III-like_protein	WP_011998465.1_hypothetical_protein_[Ignicoccus_hospitalis]	0.0e+00	99.8	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04410	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04410	0.178	95	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_083756871.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-38	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
